id,order_id,product_id,quantity,unit_price
29d09d51-f614-48e6-a11a-8472d64a964f,e5f9ea4a-177c-4cfe-8cb4-f6e2a52eedbc,95456e09-503a-4d65-82a4-fb5cd45ee4d0,1,198.82
0d74c65d-3596-42f6-99f2-fcc540b498aa,4d3e5714-49a1-43bb-b216-2a4d8f909de9,dc40ed3a-5cfc-454a-9235-e423bb28254f,3,374.45
5d05986f-904b-405a-ba50-4626e54090f1,4d3e5714-49a1-43bb-b216-2a4d8f909de9,16140b80-adf5-4384-a968-f18b12b3debb,4,114.61
f2f4ee13-6c38-4432-b30c-7bdeffc7e2e2,4d3e5714-49a1-43bb-b216-2a4d8f909de9,e9670d83-13ae-45ae-a749-824acfcebf86,3,248.4
2746df14-223f-4c4c-9818-c5c44e2141a8,feeb28a7-00bf-444b-b93e-417218948983,2b4c0eee-d073-4711-9aa9-fba7a6ead405,3,424.97
11ede8ba-fe55-4c3c-96c6-5f042d3dee98,feeb28a7-00bf-444b-b93e-417218948983,ac7d7c7e-414e-4c6e-b3fb-9ddbb8fe154d,5,38.31
fdd6cbb1-cee9-43dc-a9ba-08fef90fabc2,feeb28a7-00bf-444b-b93e-417218948983,a441a667-1dfe-4d9b-be13-d12439b200f1,2,76.31
8099109c-5f53-439d-80ef-6e3198102598,c4f4554d-0e16-4ac9-ba96-f2994d96efc9,6936edb4-81fe-4275-96f0-b1c5164a0a9f,1,351.11
ea401a1c-9c68-4998-8fde-4f165bce705b,c4f4554d-0e16-4ac9-ba96-f2994d96efc9,553bd639-cecf-4ce9-b9d1-1ff3bf146c47,3,126.96
abfddf3e-35d5-409a-ac22-f779dea104c9,a42260d3-ce80-4e66-94fa-5a93c3013dce,e8dc7d0b-2b3e-4400-b86f-fe441832c189,4,324.11
660e07b3-ec58-457f-a24f-5c0115b1bd83,918cc78f-7bf3-4d4c-a363-c068e6bd2f66,08955aa6-2a72-40b1-99ab-bb0b7a865bc7,4,292.67
2b6d24c7-d530-4897-81a3-15d73645e278,918cc78f-7bf3-4d4c-a363-c068e6bd2f66,3fd229ea-f26d-4be6-a6b7-4d7fa71c5895,3,382.48
a939c6b8-a0a7-46a8-bbf9-08f151e51e53,918cc78f-7bf3-4d4c-a363-c068e6bd2f66,50647642-ce9e-4187-80d5-2aed0761da97,1,27.69
6c9e2082-1de0-4a33-92e3-95b620b1176b,fb0c23b8-e10b-4f8c-9ebf-483724eab449,5e27f26a-bd21-4599-95d4-7ba7976f6840,5,24.49
b76ee2b5-9ef9-4cc6-8b8c-21077b0825e4,fb0c23b8-e10b-4f8c-9ebf-483724eab449,b7e9821a-c228-4f87-a67e-137eafef727d,1,403.47
21f0e2aa-cc94-4ff8-abbc-5028821c80d4,fb0c23b8-e10b-4f8c-9ebf-483724eab449,553bd639-cecf-4ce9-b9d1-1ff3bf146c47,3,126.96
619a3012-80a9-4eb6-b935-8185eb81a531,fb0c23b8-e10b-4f8c-9ebf-483724eab449,3fd229ea-f26d-4be6-a6b7-4d7fa71c5895,4,382.48
0b7c7a23-dacc-4ff9-a948-d9e9417dc570,6580b826-73d0-4e40-bf5e-a1a2860182a7,f6e9bfd2-5931-4d6d-ac21-c229afc1f22c,3,231.29
96b5d9aa-6a4a-4264-86af-d0c252f4e3a3,6580b826-73d0-4e40-bf5e-a1a2860182a7,d21ad083-ebc3-4427-9db6-108c18626ccc,5,292.17
257991cd-1f9b-4f2b-b58f-7cb1b1410413,6580b826-73d0-4e40-bf5e-a1a2860182a7,95456e09-503a-4d65-82a4-fb5cd45ee4d0,5,198.82
dfbf4a79-8a68-4d40-b204-56c856793507,6580b826-73d0-4e40-bf5e-a1a2860182a7,d1a6ab65-6789-4c41-a736-e0dadf01de9b,2,402.98
b128b88f-3163-4955-ad87-f44ef97d670f,e2a8a405-6797-4fe4-9103-cc4481bdb77f,9827eea1-3ae8-49d6-97d9-b37307464eb7,2,437.63
1ff61e8b-c12e-42d5-897c-544183dc4abb,e2a8a405-6797-4fe4-9103-cc4481bdb77f,50647642-ce9e-4187-80d5-2aed0761da97,2,27.69
ae354034-48d7-4415-81a1-d934f0110876,e2a8a405-6797-4fe4-9103-cc4481bdb77f,5d0afcfb-fff0-4961-973c-570ef853bbed,3,401.98
34bcd546-0a37-4368-9178-3fb382c00e08,e2a8a405-6797-4fe4-9103-cc4481bdb77f,ac7d7c7e-414e-4c6e-b3fb-9ddbb8fe154d,4,38.31
8c81b581-a633-48f3-83e3-e6d4478bd135,e7b011cc-4bc4-4b38-99cb-e21a569a1577,de7883ee-8428-4c30-b88f-62d2f9fa01d3,4,177.86
74352fb2-3d6b-4d49-9107-b6e605717f49,cb848d65-bb03-40bb-be99-212e72cb0c84,95456e09-503a-4d65-82a4-fb5cd45ee4d0,3,198.82
39ce4ccb-fe52-417e-a14b-6c0bb8b881a0,cb848d65-bb03-40bb-be99-212e72cb0c84,59a9b0d0-e74f-4da7-8f80-470c134f906d,3,160.99
123c6c20-6b8e-4ed4-8bf2-151f1c22a4ea,28906a38-14dd-43a0-91eb-345b52cb7ba1,db4ae9ca-772c-434a-b236-ead949daf69f,4,321.55
43d8a3ed-a539-4769-98b5-0636a1041bf7,28906a38-14dd-43a0-91eb-345b52cb7ba1,c339f6bd-b7f6-467e-8611-163bbe4043d9,5,387.89
93aa8e6d-36cd-4226-9b0a-8ef7c6b2a819,dd557b6b-1110-4147-be84-753dac6626af,46fc2d5a-234e-466c-80f5-e1d4028afb85,5,96.57
0a3043ce-db8c-4d84-bf79-1abbf495a285,dd557b6b-1110-4147-be84-753dac6626af,1f7abd56-94c4-469c-a493-d64589cc27b8,2,194.93
ac40fc8d-2274-473f-a6bb-a533c4cc3e21,dd557b6b-1110-4147-be84-753dac6626af,613c5add-9370-4f40-bf34-6fa63dafc338,3,287.63
6ea84f77-99a9-473c-a7bf-724cc3a22ba8,640f0ba2-6200-4f25-b500-e1324db22e6c,95456e09-503a-4d65-82a4-fb5cd45ee4d0,2,198.82
014d069e-6458-4a16-80ea-1ba8eb2690fa,640f0ba2-6200-4f25-b500-e1324db22e6c,de7883ee-8428-4c30-b88f-62d2f9fa01d3,2,177.86
46fde5d5-3d5d-4b61-b070-3a846b573831,640f0ba2-6200-4f25-b500-e1324db22e6c,df8f12e0-08b9-4db6-a575-aae3c2b7222b,2,278.65
37cb735d-ac19-434b-8f00-69398a83e371,e5c57529-8f68-4c05-92ac-d7ddabc88488,7fd3f029-d6f3-4943-9e87-85c748c3fa40,1,463.14
5b75b4c3-fcc4-4b29-95df-ad7802a1b9ce,e5c57529-8f68-4c05-92ac-d7ddabc88488,5d0afcfb-fff0-4961-973c-570ef853bbed,5,401.98
8ef5eaf9-be8c-43b1-a8e0-cd5063374590,e5c57529-8f68-4c05-92ac-d7ddabc88488,1b572b39-1b42-4819-8020-fe6a80c8241f,3,198.98
d6752282-385c-4320-bed4-947c8191c689,eb199c4c-6a8c-4779-8840-b92e1d3e519b,613c5add-9370-4f40-bf34-6fa63dafc338,1,287.63
b8213639-4ade-4e7d-aa47-f35ee3e74b28,eb199c4c-6a8c-4779-8840-b92e1d3e519b,a9190a95-46db-460f-8546-a056afe30f93,1,170.13
c2200038-ca12-4838-bcff-e0393718916d,eb199c4c-6a8c-4779-8840-b92e1d3e519b,b66c54b4-dd92-48be-9bd0-15ef4b8524e0,4,217.82
cd8fb018-3139-4294-be21-024fd95f5612,8e1e91a6-33ea-4aa3-af8c-15b7f8ee49e7,2f9ce484-33f6-47a0-9933-637640bf3e09,3,360.36
cd135047-5a67-4889-ba8e-9ba2cfa5ac95,8e1e91a6-33ea-4aa3-af8c-15b7f8ee49e7,f3daaf00-35cf-4424-ac20-3e0586ba1a14,5,401.8
385c2463-84eb-46ab-b51b-0ae5ce5b0e49,8e1e91a6-33ea-4aa3-af8c-15b7f8ee49e7,46fc2d5a-234e-466c-80f5-e1d4028afb85,3,96.57
d8561d7b-3fa7-43f5-aa6c-caa43afab028,8e1e91a6-33ea-4aa3-af8c-15b7f8ee49e7,2f9ce484-33f6-47a0-9933-637640bf3e09,1,360.36
ea44274b-d0d9-4f4f-8684-70ef06b0d57b,da5aaed2-163b-4e3f-b57f-0ce4a1b3c649,a94140a9-4330-46f7-bc5f-def72275bd73,1,319.32
cae6a256-f672-4dea-8253-180a7df7881e,da5aaed2-163b-4e3f-b57f-0ce4a1b3c649,ce75dab1-6cc1-4ed1-aa21-517496ac8bf3,1,459.04
86cd988c-b226-4641-9b59-cbac436e6e23,af236d6a-2558-495c-abfa-ca451aa0e740,a441a667-1dfe-4d9b-be13-d12439b200f1,3,76.31
262bea8a-b629-431b-9daa-349673f12c3d,aa1ee54a-8cc5-45bb-97f3-54e47c2ac173,3fd229ea-f26d-4be6-a6b7-4d7fa71c5895,3,382.48
496ce4c1-b231-4fbe-be05-21caecd89f04,aa1ee54a-8cc5-45bb-97f3-54e47c2ac173,7eac114d-ac64-424d-99b6-aa19b2b25281,4,99.97
be31ad88-0f7e-4ada-ae9d-8865d32a29e7,aa1ee54a-8cc5-45bb-97f3-54e47c2ac173,46fc2d5a-234e-466c-80f5-e1d4028afb85,1,96.57
5bee7a98-598d-4ae7-bdbc-93617af9c45c,79bc01c1-f29f-47a2-acd8-0c28f4e2e9f7,008bfc9b-2d9e-41bd-a525-901ccd3ddeae,1,417.6
d9e2e009-dc73-4190-9b83-768e455f6bfe,79bc01c1-f29f-47a2-acd8-0c28f4e2e9f7,08955aa6-2a72-40b1-99ab-bb0b7a865bc7,4,292.67
1371951a-8651-4177-b8b1-71d2b9bbe731,79bc01c1-f29f-47a2-acd8-0c28f4e2e9f7,3fd229ea-f26d-4be6-a6b7-4d7fa71c5895,2,382.48
41afdaf6-00a2-458b-abc9-2d6e7bb7e8d1,5fa33bf7-bf83-441c-ba67-bffa044bbd75,cddc50cb-2fee-47a7-9941-ead47980cd2a,2,299.26
f3f302dd-0b68-4233-a6e3-3d62bc7ed42c,90eebb78-f654-4e9d-a9ff-c2a66f0cc89d,ac86618a-c9be-420f-b571-fe376e9b3c24,1,199.51
660b4838-e844-4c87-be90-67f8ac68614c,90eebb78-f654-4e9d-a9ff-c2a66f0cc89d,6936edb4-81fe-4275-96f0-b1c5164a0a9f,4,351.11
1db27d6d-7a98-44bf-a532-c1d1960cb97d,90eebb78-f654-4e9d-a9ff-c2a66f0cc89d,d21ad083-ebc3-4427-9db6-108c18626ccc,2,292.17
8c3ef243-0f3d-4db3-a1c1-96425c919b87,90eebb78-f654-4e9d-a9ff-c2a66f0cc89d,91b0bc5e-0c20-43b6-922b-bc4e470c998c,3,341.23
cf992976-56cf-457e-98c4-c19ab1ea914e,f633432a-55f9-4a25-bb3e-05ff216ce14a,dd0053c8-4527-4cb2-921b-33cb2d2f9d6c,1,135.51
1f3c3d42-8889-495a-82e4-9f068105bd13,14f5b267-f81a-450e-b015-bbd25797b432,46fc2d5a-234e-466c-80f5-e1d4028afb85,3,96.57
4c82d869-f567-407f-9e27-6ea36d658add,14f5b267-f81a-450e-b015-bbd25797b432,f3daaf00-35cf-4424-ac20-3e0586ba1a14,2,401.8
294ce398-3016-4a25-9324-46e50cf693db,14f5b267-f81a-450e-b015-bbd25797b432,5e27f26a-bd21-4599-95d4-7ba7976f6840,3,24.49
2215dc4d-ac15-4536-886d-47fb56f808dd,14f5b267-f81a-450e-b015-bbd25797b432,46fc2d5a-234e-466c-80f5-e1d4028afb85,4,96.57
d456ab6b-63fa-45ba-9be6-7b0d1abb7612,d16104b5-2823-4f23-b62b-80de0cd2f1ed,a9190a95-46db-460f-8546-a056afe30f93,2,170.13
0ce931a3-8ed5-46ed-ac4f-145b3f966ad6,d16104b5-2823-4f23-b62b-80de0cd2f1ed,df8f12e0-08b9-4db6-a575-aae3c2b7222b,4,278.65
1f0c693c-4214-409f-a6fb-4d0979e9aa09,d16104b5-2823-4f23-b62b-80de0cd2f1ed,01822e3c-ad3b-4065-ba81-0add08a40e0e,5,474.18
1b293631-3560-4113-bb78-44ecd98f4329,d16104b5-2823-4f23-b62b-80de0cd2f1ed,afa26dc4-500f-4a88-b79c-8f4819d6aea1,1,398.88
aa6deb38-e4ea-4c54-b53d-3a0844934574,c62f6d60-8c35-4ff8-813f-a8167beb236a,21c93534-a2ee-461b-8876-2d3f74e4c770,1,266.89
d2060fca-2b9a-4511-aa38-51bc12767845,c62f6d60-8c35-4ff8-813f-a8167beb236a,8c576536-e9f4-4295-8ab0-aee56a823d8e,4,31.65
01262192-a0d9-41de-89d5-8e237a6cd998,03f358e2-a9e2-479f-9ec9-4e5b81eafebe,d09c986a-5901-48ec-8918-f84ca8ce3569,4,307.64
1ff625ed-e981-41d7-808f-8f30f19c4fce,75312d07-be64-4537-a057-4bee2859fec8,008bfc9b-2d9e-41bd-a525-901ccd3ddeae,5,417.6
47afe0fe-2490-4d86-bbe4-2cbb39008d0b,75312d07-be64-4537-a057-4bee2859fec8,f8d42459-c1df-4afc-80e7-24a161bac792,2,484.9
a9254546-cef3-4fa8-b6e7-85937b15481f,75312d07-be64-4537-a057-4bee2859fec8,553bd639-cecf-4ce9-b9d1-1ff3bf146c47,1,126.96
bbbd7498-26c2-4f05-b395-2ee9bc61e2c4,882bc1cb-5c9d-4c1c-b833-4cd11c43ad29,16140b80-adf5-4384-a968-f18b12b3debb,1,114.61
bfc2b603-b21c-48b6-a09d-3b35b86205e7,882bc1cb-5c9d-4c1c-b833-4cd11c43ad29,f8d42459-c1df-4afc-80e7-24a161bac792,1,484.9
93ac0e6a-3ddb-44a6-b2d1-4c69f7892a9a,633a4361-19a2-440f-b404-6348986a1742,1d45edd4-eb17-4f85-bf13-186646279891,1,279.49
c2257506-1030-40ff-8e25-1e82731067f6,633a4361-19a2-440f-b404-6348986a1742,dcb2f980-9307-46e2-baf7-8ca02993ede7,1,465.14
fbff4732-095a-48b4-8899-b05e6fd29d30,633a4361-19a2-440f-b404-6348986a1742,553bd639-cecf-4ce9-b9d1-1ff3bf146c47,5,126.96
fabe68d6-7d4b-40e0-80c0-1927f22bcb90,633a4361-19a2-440f-b404-6348986a1742,cddc50cb-2fee-47a7-9941-ead47980cd2a,4,299.26
3902fd8c-c3fc-4a45-8441-2e11f34febcb,4ccd0ad1-3005-42ed-a6d4-38518ee3400e,95456e09-503a-4d65-82a4-fb5cd45ee4d0,2,198.82
78cce19f-3477-4843-abad-6f67424bcf3d,4ccd0ad1-3005-42ed-a6d4-38518ee3400e,7d92cfa8-7f71-4fb2-8469-fba324341f31,5,38.06
87dcf276-f988-4b15-bbea-183a7a0fdbb2,4ccd0ad1-3005-42ed-a6d4-38518ee3400e,f6e9bfd2-5931-4d6d-ac21-c229afc1f22c,1,231.29
0494ade0-7784-48a6-9526-ccff613d5ef1,4ccd0ad1-3005-42ed-a6d4-38518ee3400e,21c93534-a2ee-461b-8876-2d3f74e4c770,4,266.89
009f8bb8-00ef-401b-a663-2bc1e4dffc42,69106839-840a-4301-ae38-abcedaa3f2ba,d62ba21f-e056-49e8-9586-4325aa6abc37,2,381.96
83c03359-a0b1-4c54-8f43-6380c8bb521c,69106839-840a-4301-ae38-abcedaa3f2ba,cddc50cb-2fee-47a7-9941-ead47980cd2a,1,299.26
c91a3181-745c-4cea-9f83-0df7406f12b0,69106839-840a-4301-ae38-abcedaa3f2ba,a94140a9-4330-46f7-bc5f-def72275bd73,2,319.32
59b66e94-255d-4404-93b3-713d33513adc,95e2fa0d-4c70-483f-828b-3febb844f2db,2f9ce484-33f6-47a0-9933-637640bf3e09,4,360.36
73463706-602e-4da3-bd1a-3225999f72b1,95e2fa0d-4c70-483f-828b-3febb844f2db,8c576536-e9f4-4295-8ab0-aee56a823d8e,1,31.65
52da3243-e442-4516-af48-66a6baf28ef3,95e2fa0d-4c70-483f-828b-3febb844f2db,1f7abd56-94c4-469c-a493-d64589cc27b8,2,194.93
d7a3b2f2-e0d4-42d8-a08b-1d468527bf6e,30261393-6bcd-4649-a9e0-d33586507ced,a9190a95-46db-460f-8546-a056afe30f93,4,170.13
3eb6348a-3c16-4169-9543-91898080b0a9,30261393-6bcd-4649-a9e0-d33586507ced,ac7d7c7e-414e-4c6e-b3fb-9ddbb8fe154d,3,38.31
fff5de6f-5f93-4fe9-aaa7-dc9bb592db43,30261393-6bcd-4649-a9e0-d33586507ced,db4ae9ca-772c-434a-b236-ead949daf69f,2,321.55
583c23fc-f948-4641-8287-1cbc7981d0e1,f4ed49e4-21c7-4ef4-9412-c4cbf81c6185,0c42c337-8500-4369-9a0b-d295b56d4724,4,350.34
4d693200-0748-418a-9fef-aaa939fca990,cd97d18b-dc56-4b26-b707-abab6563e917,ac86618a-c9be-420f-b571-fe376e9b3c24,5,199.51
f6c5d949-c843-4bd3-9b6d-0d6502ccd5b6,cd97d18b-dc56-4b26-b707-abab6563e917,db4ae9ca-772c-434a-b236-ead949daf69f,1,321.55
b54c8a99-4cab-4fc7-ab09-00203b0551dd,cd97d18b-dc56-4b26-b707-abab6563e917,d09c986a-5901-48ec-8918-f84ca8ce3569,4,307.64
3948c2a6-783e-4b9c-95df-f1517944c549,cd97d18b-dc56-4b26-b707-abab6563e917,1b572b39-1b42-4819-8020-fe6a80c8241f,3,198.98
326b3e01-372e-4bd6-b33a-aa30a1d78206,eb4c466d-6577-43b6-8206-34b057ca98f0,203a40ea-0fd2-44c2-8c41-ab9c84663334,3,301.97
37394128-c716-403a-96b1-d7500cf887cc,c708a25a-3132-4606-a9cf-c9f2f4a720d1,2f9ce484-33f6-47a0-9933-637640bf3e09,1,360.36
63af7a77-5a67-4313-b247-864f5ad8aa5e,ac21c3ab-8cf9-4240-9bc0-874354653346,553bd639-cecf-4ce9-b9d1-1ff3bf146c47,3,126.96
c02723d6-5105-478b-9393-e33fd72812fa,a10e1f07-c59e-42b5-ab0c-0c752ad3ca0d,d09c986a-5901-48ec-8918-f84ca8ce3569,5,307.64
253235f9-e961-4274-a756-e175efa1bcaa,a10e1f07-c59e-42b5-ab0c-0c752ad3ca0d,008bfc9b-2d9e-41bd-a525-901ccd3ddeae,5,417.6
549ac185-f5f1-4f46-a2de-1b20323a0563,a10e1f07-c59e-42b5-ab0c-0c752ad3ca0d,27c85706-b998-45d2-bde6-e24cfe32d2ee,3,461.25
b3a3dab6-05b8-4c82-98e6-6ec9174fcd46,93551707-2c1d-4b2a-8d29-ebd61dce05c5,f6e9bfd2-5931-4d6d-ac21-c229afc1f22c,1,231.29
362d9057-5f10-4583-a902-a8df68ed0617,93551707-2c1d-4b2a-8d29-ebd61dce05c5,59ca424b-0fa4-4a38-86ae-a0eaac0eff5f,1,454.6
66162e0f-58bd-4ee6-a287-4c64937bb5f6,21ff72f5-0a16-4c45-a1c3-f5ded2357e7a,8ddcf9ce-eafd-4a9f-82e6-63d818748f2f,4,333.56
de601ee8-dd12-4bae-9748-54873b444c95,21ff72f5-0a16-4c45-a1c3-f5ded2357e7a,2b4c0eee-d073-4711-9aa9-fba7a6ead405,4,424.97
c8d1021a-db68-4496-8c5d-24b236644f21,21ff72f5-0a16-4c45-a1c3-f5ded2357e7a,afa26dc4-500f-4a88-b79c-8f4819d6aea1,4,398.88
280af8fa-23d3-4763-a231-80da220d9d1d,c13b3fe5-315a-4b79-a6e3-67d473e92739,3fd229ea-f26d-4be6-a6b7-4d7fa71c5895,1,382.48
d137cf39-6509-4f0e-86a9-601a6316da29,c13b3fe5-315a-4b79-a6e3-67d473e92739,1b572b39-1b42-4819-8020-fe6a80c8241f,1,198.98
39df9aa4-a0c2-401f-b213-6534974e8b82,c13b3fe5-315a-4b79-a6e3-67d473e92739,91b0bc5e-0c20-43b6-922b-bc4e470c998c,2,341.23
8f666598-c465-4540-abbf-13a7a936130d,085a12e5-588a-482e-bd08-2c98922377ae,5d0afcfb-fff0-4961-973c-570ef853bbed,3,401.98
e86a1e52-c949-4f73-917f-520db33b2291,24652a89-3010-4567-99ed-1e0cf36be49b,86afb2cb-daa0-40e3-9d23-8f9952a72af0,1,195.78
1cff8593-ae39-44c2-987e-3733d4c1ac8c,4b73471a-41c6-4d37-9047-8230871bb282,f6e9bfd2-5931-4d6d-ac21-c229afc1f22c,2,231.29
f409ac56-2d47-40fa-9beb-52f72d3bd383,4b73471a-41c6-4d37-9047-8230871bb282,5bcb749e-ac13-4b12-b46e-311958cde4fd,1,396.26
10b1d476-4add-4b52-849d-8e31ede2a667,4b73471a-41c6-4d37-9047-8230871bb282,1f7abd56-94c4-469c-a493-d64589cc27b8,5,194.93
fb5ab448-ca7d-462a-b491-097104800661,4b73471a-41c6-4d37-9047-8230871bb282,448cd703-87f9-4a50-b395-7568cb4016bb,1,156.94
e7f78fd9-6087-4f41-a137-12fd03fd2569,37af0acd-d9a0-4342-adbf-e0f7fd02aa7b,db4ae9ca-772c-434a-b236-ead949daf69f,5,321.55
3a12025b-9c9a-4b50-a78f-e59d04ffaf3d,37af0acd-d9a0-4342-adbf-e0f7fd02aa7b,613c5add-9370-4f40-bf34-6fa63dafc338,4,287.63
38f65492-f3ee-425c-83ea-e4fccbdd8abd,37af0acd-d9a0-4342-adbf-e0f7fd02aa7b,734eceb2-a60e-411c-9611-fcac658eac04,1,56.77
890b1336-9c26-4133-a3f7-e496083120bf,37af0acd-d9a0-4342-adbf-e0f7fd02aa7b,01822e3c-ad3b-4065-ba81-0add08a40e0e,4,474.18
68a094ed-e517-4da7-9e94-f73153860869,536a4b6e-264c-4f4c-8202-d9d55a508b1c,afa26dc4-500f-4a88-b79c-8f4819d6aea1,4,398.88
3e163618-cf53-463e-86de-8ce77471d65f,23e19b7d-a7ed-44f0-ae25-625896315c84,7d92cfa8-7f71-4fb2-8469-fba324341f31,2,38.06
c46a6069-fa18-4754-95b5-40b65810b9b6,23e19b7d-a7ed-44f0-ae25-625896315c84,50647642-ce9e-4187-80d5-2aed0761da97,3,27.69
62033037-aefb-4a84-bec7-b0168ef19502,4885c71a-3368-44ab-8be8-39f675f31361,448cd703-87f9-4a50-b395-7568cb4016bb,3,156.94
7c003f81-5bf0-4ba4-b5e0-6c1e43ac4add,4885c71a-3368-44ab-8be8-39f675f31361,dc40ed3a-5cfc-454a-9235-e423bb28254f,5,374.45
174d1cd4-68fc-4a02-ad80-ad70e7cd22b5,d9f39c39-2d1c-4049-8c74-5d200e21df60,26302fe2-b867-4249-bea6-abc3df3d15bc,4,368.68
ed64535a-296a-439d-be90-4e09ab4cffd8,d9f39c39-2d1c-4049-8c74-5d200e21df60,dd0053c8-4527-4cb2-921b-33cb2d2f9d6c,5,135.51
ee681a31-62fa-4a7d-9af0-dc08a7813d3f,d9f39c39-2d1c-4049-8c74-5d200e21df60,1144c0e0-370f-475a-8b7c-de08e3f24e8f,1,174.54
c627851b-4b78-43b9-8729-f349089c0df8,10b1f54d-c86c-4d66-9ed6-c6fe4f2cf663,7fd3f029-d6f3-4943-9e87-85c748c3fa40,4,463.14
50c0cfe1-81f9-42f2-a842-75295bef4adf,10b1f54d-c86c-4d66-9ed6-c6fe4f2cf663,5d0afcfb-fff0-4961-973c-570ef853bbed,2,401.98
